,Classifiers,batch,score,time,confusion_matrix
39,LDA,1000,0.7873171230774477,0.14860200881958008,"[[5151  112   16   49   29  108   33   14    9   39]
 [   1 4155 1046  133  156  178  338  254  321   73]
 [  29   50 5367   23    4    0   13  384   18    0]
 [   2   53   56 4393    1  112   10 1103   72   17]
 [  65  401  208    0 4622    2   68   17   25  314]
 [  11   84   10  566    4 4633   63   58   81   29]
 [ 190  952   56  110   72   65 4295    5  109    4]
 [   0 1142   59   11   40   10    0 4773   36   26]
 [ 188  132   74   62   48   49  349   79 3630 1084]
 [ 121   81   58  147   19   41   48  107   37 5154]]"
40,LDA,1000,0.7873171230774477,0.1545853614807129,"[[5151  112   16   49   29  108   33   14    9   39]
 [   1 4155 1046  133  156  178  338  254  321   73]
 [  29   50 5367   23    4    0   13  384   18    0]
 [   2   53   56 4393    1  112   10 1103   72   17]
 [  65  401  208    0 4622    2   68   17   25  314]
 [  11   84   10  566    4 4633   63   58   81   29]
 [ 190  952   56  110   72   65 4295    5  109    4]
 [   0 1142   59   11   40   10    0 4773   36   26]
 [ 188  132   74   62   48   49  349   79 3630 1084]
 [ 121   81   58  147   19   41   48  107   37 5154]]"
41,LDA,2000,0.8732735395423388,0.15658187866210938,"[[5268   37   11   22   49   18   61    9   81    4]
 [   1 5487  226  152    3  107  164  386   76   53]
 [  19   48 5298   21    1    6   12  463   17    3]
 [   3   32   46 4971    0   38   10  681   24   14]
 [  28  507   67    0 4544    2   78   27   37  432]
 [  11   25    8  379    3 4920   68   38   62   25]
 [ 116   88   44  116   62  220 5094    0  115    3]
 [   0  131   51    4   17    1    0 5829   27   37]
 [ 125  110   45   24   41   54  182   63 4483  568]
 [  32   62    5  151   21   37   18  147   20 5320]]"
42,LDA,3000,0.8935477270402074,0.16356587409973145,"[[5228   21   23   32   44    3   76   12  120    1]
 [   1 5678  224  125    5   89  133  289   79   32]
 [  16   43 5383   17    2    1   22  385   18    1]
 [   5   37   35 5032    1   19    3  653   20   14]
 [  12  317   45    0 4899    0   73   21   19  336]
 [   9   32    8  262    4 5050   57   36   55   26]
 [  98   52   29   15  133   81 5347    0  100    3]
 [   0  139   40    4   32    1    0 5832   23   26]
 [  92  115   38   14   46   80  117   52 4638  503]
 [  12   57    6  135   46   33   18  165   25 5316]]"
43,LDA,4000,0.8853630256112949,0.18151235580444336,"[[5080   16   16   46   43    6   81   15  256    1]
 [   0 5503  355  108    4   87  163  313   69   53]
 [  13   43 5432   10    0    1   33  329   27    0]
 [   4   36   41 5022    1   27    3  654   18   13]
 [  15  290   52    0 4804    1   88   28   37  407]
 [  10   32   12  285    3 4994   72   49   58   24]
 [  91   48   31   13  148   72 5363    0   89    3]
 [   0  131   44    3   28    1    0 5831   34   25]
 [ 115   98   36   11   48   64  150   65 4655  453]
 [  19   49   10  138   37   14   23  251   33 5239]]"
44,LDA,5000,0.8905296183882959,0.1904923915863037,"[[5240   11   14   43   40    1   89   17  104    1]
 [   0 5413  475  107    9   81  133  304   68   65]
 [  19   48 5422    9    1    0   29  327   32    1]
 [   4   30   41 5118    0   27    5  557   20   17]
 [  21  177   45    0 4895    0   88    9   60  427]
 [  10   20   17  289    3 4978   80   40   72   30]
 [ 105   38   31   20  155   77 5311    0  120    1]
 [   0  119   44    1   35    1    0 5836   35   26]
 [ 132   72   36    9   68   44  129   70 4650  485]
 [  26   39   11  135   58    8   20  111   42 5363]]"
45,LDA,6000,0.9025167956893906,0.19751501083374026,"[[5260   14   13   23   36    1   75   22  115    1]
 [   0 5642  337   86    5   46   91  322   50   76]
 [  20   38 5528    9    1    0   23  236   32    1]
 [   2   26   34 5224    0   24    3  463   23   20]
 [  20  141   41    0 4934    0   92   12   60  422]
 [  10   19   13  295    3 4960   62   47   89   41]
 [ 112   42   36   30  123   51 5296    0  166    2]
 [   0   66   40    2   31    1    0 5903   31   23]
 [  86   66   34    5   57   28   83   71 4766  499]
 [  28   32    9  108   50    1   22  112   35 5416]]"
46,LDA,7000,0.9124407461719468,0.2064516544342041,"[[5313   12   14   16   27    0   61   22   93    2]
 [   0 5713  274   92    7   52   71  341   45   60]
 [  21   40 5530   10    1    0   22  235   28    1]
 [   1   16   30 5326    0   26    2  371   25   22]
 [  22   85   44    0 5114    0   87    9   37  324]
 [   9    9   12  291    4 4988   59   40   87   40]
 [ 107   46   36   29  120   43 5330    0  147    0]
 [   0   56   40    2   46    1    0 5910   22   20]
 [  84   54   36    5   65   33   67   68 4866  417]
 [  30   33    9   81   75    6   19  104   35 5421]]"
47,LDA,8000,0.9207618592913412,0.22442317008972168,"[[5333   14   13   15   19    0   62   19   83    2]
 [   0 5940  218   97    8   34   44  246   26   42]
 [  21   38 5568   13    1    0   14  206   26    1]
 [   1   14   30 5405    1   20    2  302   22   22]
 [  21   90   51    0 5133    0   88    6   32  301]
 [   8   10    8  326    5 4970   63   34   71   44]
 [  81   42   38   34   77   34 5438    0  113    1]
 [   0   59   42    3   49    1    0 5894   25   24]
 [  81   59   42    6   56   28   70   56 4885  412]
 [  31   34    9   79   70    7   20   96   34 5433]]"
48,LDA,9000,0.9237117620980118,0.24634385108947754,"[[5352   13   11   16   20    0   50   17   79    2]
 [   0 5982  205   92    8   21   42  234   31   40]
 [  20   37 5595   12    1    0   11  186   25    1]
 [   1   12   31 5436    1   18    2  277   21   20]
 [  25   88   47    0 5143    0   87    7   31  294]
 [   9   11    6  340    5 4970   56   26   69   47]
 [  84   46   37   28   74   37 5419    0  130    3]
 [   0   60   48    4   52    1    0 5880   28   24]
 [  87   56   39    4   50   27   56   52 4958  366]
 [  35   31    9   88   61    6   18   96   32 5437]]"
49,LDA,10000,0.9278552671963988,0.23341989517211914,"[[5358   10   11   15   19    0   47   17   80    3]
 [   0 6027  222   85    9   22   38  199   31   22]
 [  22   41 5605   12    1    0    4  175   27    1]
 [   1   12   29 5470    1   19    1  247   23   16]
 [  20   71   42    0 5208    0   86    5   29  261]
 [   9   11    6  314    4 5015   50   24   67   39]
 [  77   49   37   15   56   36 5460    0  125    3]
 [   0   58   47    6   58    1    0 5882   22   23]
 [  80   59   38    5   51   29   54   57 4961  361]
 [  34   31    9   91   69    7   16   98   29 5429]]"
50,LDA,11000,0.926064863758824,0.25785017013549805,"[[5367   10   11   17   21    0   48   17   66    3]
 [   0 6002  234   88    9   29   40  201   28   24]
 [  22   42 5601   12    1    0    4  179   27    0]
 [   1   13   27 5447    1   19    2  273   21   15]
 [  21   80   46    0 5203    0   82    6   25  259]
 [   9   12    7  321    5 5005   50   26   65   39]
 [  78   47   37   19   58   38 5451    0  127    3]
 [   0   69   43    4   54    1    0 5880   22   24]
 [  81   62   39    4   50   28   58   60 4926  387]
 [  34   32    9   96   65    7   16   99   27 5428]]"
51,LDA,12000,0.9245472837022132,0.27725934982299805,"[[5358    8   12   15   22    0   52   17   74    2]
 [   0 5991  225   94    9   31   42  209   29   25]
 [  21   39 5594   12    1    0    5  190   25    1]
 [   1   14   30 5422    1   19    2  293   23   14]
 [  25   92   44    0 5174    0   83    6   30  268]
 [   9   12    7  312    4 5013   54   26   65   37]
 [  79   46   36   19   60   41 5452    0  122    3]
 [   0   67   45    4   51    1    0 5882   22   25]
 [  83   61   37    4   51   32   63   58 4913  393]
 [  34   34    9   98   66    7   17   98   28 5422]]"
52,LDA,13000,0.9242233059373188,0.29920029640197754,"[[5351    8   13   15   22    0   57   17   76    1]
 [   0 5996  233   94    8   35   40  203   22   24]
 [  20   41 5591   12    1    0    7  191   24    1]
 [   1   16   29 5412    1   17    2  305   21   15]
 [  19   98   43    0 5168    0   85    8   26  275]
 [   8   12    7  306    5 5018   54   25   67   37]
 [  80   49   36   23   65   45 5434    0  123    3]
 [   0   72   45    3   53    1    0 5880   22   21]
 [  80   65   37    4   50   32   60   55 4921  391]
 [  28   34   11   98   62    8   17   99   25 5431]]"
53,LDA,14000,0.9220407188896088,0.3011965751647949,"[[5339    9   13   17   23    0   60   17   80    2]
 [   0 5964  247   95    8   36   46  213   21   25]
 [  20   39 5590   12    1    0   10  189   27    0]
 [   1   16   29 5398    0   17    2  319   23   14]
 [  21   99   48    0 5137    0   84    9   32  292]
 [   8   11   10  307    6 5010   56   26   67   38]
 [  82   50   36   23   69   44 5435    0  116    3]
 [   0   71   45    3   49    1    0 5883   25   20]
 [  85   67   36    4   48   33   69   59 4900  394]
 [  30   33   12  104   62    7   17  105   25 5418]]"
54,LDA,15000,0.9208300651365822,0.3201436996459961,"[[5335    9   14   18   24    0   59   17   81    3]
 [   0 5945  265   91    7   36   47  216   20   28]
 [  21   41 5581   12    1    0   13  192   27    0]
 [   1   18   30 5397    0   17    2  314   24   16]
 [  21   97   46    0 5146    0   85    6   34  287]
 [   8   12   10  314    5 4996   58   28   71   37]
 [  83   47   35   25   70   46 5422    0  128    2]
 [   0   73   43    3   52    1    0 5871   29   25]
 [  90   62   35    6   51   32   64   63 4888  404]
 [  32   32   11  102   61    7   18  100   28 5422]]"
55,LDA,16000,0.9210517341336152,0.3211386203765869,"[[5329    9   14   16   24    0   60   18   88    2]
 [   0 5940  258   86    8   32   43  230   30   28]
 [  20   42 5586   12    1    0   12  187   27    1]
 [   1   18   30 5407    0   17    2  304   22   18]
 [  21   95   45    0 5141    0   89    8   31  292]
 [   9   12    9  314    5 4995   55   28   71   41]
 [  84   45   36   26   70   42 5412    0  141    2]
 [   0   66   45    3   48    1    0 5885   25   24]
 [  82   64   35    5   52   29   61   63 4893  411]
 [  32   33   11   95   61    6   18  102   27 5428]]"
56,LDA,17000,0.923149063874774,0.32712340354919434,"[[5338   11   11   15   22    0   57   17   87    2]
 [   0 5952  235   94    8   35   42  233   29   27]
 [  21   44 5568   12    1    0   13  201   27    1]
 [   1   15   29 5425    1   17    1  289   23   18]
 [  22   79   42    0 5179    0   88    7   31  274]
 [  10   10    8  308    6 5000   55   28   73   41]
 [  84   45   37   24   70   38 5420    0  138    2]
 [   0   59   48    3   50    1    0 5889   23   24]
 [  79   59   36    6   57   29   58   57 4935  379]
 [  33   31    9   86   69    7   17  100   28 5433]]"
57,LDA,18000,0.9250588275415204,0.3720097541809082,"[[5344   11   11   15   20    0   55   17   84    3]
 [   0 5994  216   93    9   29   39  218   30   27]
 [  21   39 5588   12    1    0    8  190   28    1]
 [   1   14   30 5444    1   18    2  270   20   19]
 [  20   83   46    0 5185    0   87    7   28  266]
 [   8   10    8  317    6 4999   55   27   66   43]
 [  81   47   37   23   68   35 5442    0  123    2]
 [   0   60   49    4   51    1    0 5883   25   24]
 [  80   58   39    5   54   29   60   56 4935  379]
 [  34   31    9   82   68    7   18   96   31 5437]]"
58,LDA,19000,0.9264229444463392,0.3809835910797119,"[[5355   10   11   16   20    0   51   17   78    2]
 [   0 6010  216   87    8   22   39  216   31   26]
 [  20   39 5602   12    1    0    6  180   27    1]
 [   1   13   29 5456    1   18    1  259   22   19]
 [  25   81   41    0 5184    0   87    7   30  267]
 [   9   10    6  322    6 4999   53   24   67   43]
 [  82   48   38   20   64   36 5442    0  125    3]
 [   0   59   48    4   55    1    0 5881   26   23]
 [  82   55   39    4   53   25   57   55 4965  360]
 [  34   31    9   90   62    7   17   96   30 5437]]"
59,LDA,20000,0.9278552671963988,0.3879671096801758,"[[5358   10   11   15   19    0   47   17   80    3]
 [   0 6027  222   85    9   22   38  199   31   22]
 [  22   41 5605   12    1    0    4  175   27    1]
 [   1   12   29 5470    1   19    1  247   23   16]
 [  20   71   42    0 5208    0   86    5   29  261]
 [   9   11    6  314    4 5015   50   24   67   39]
 [  77   49   37   15   56   36 5460    0  125    3]
 [   0   58   47    6   58    1    0 5882   22   23]
 [  80   59   38    5   51   29   54   57 4961  361]
 [  34   31    9   91   69    7   16   98   29 5429]]"
60,Naive Bayes,100,0.5399515738498789,2.445467948913574,"[[2029    3  206    5  206  329  279    7 2494    2]
 [  75 1907 2322  388  293  572   79  235  734   50]
 [   2   26 5210  437   28   27   18  130   10    0]
 [   8    1 1162 3744  188  149   31  526   10    0]
 [   0    9  315    5 4733  266  275  115    3    1]
 [   0    1  443  509  503 3953   77    6   47    0]
 [   6    1  942   58   21  616 3862    0  352    0]
 [   0    6  333 1674 1043   31    8 3002    0    0]
 [ 466    4  623  151 1134   48  276   32 2914   47]
 [   0    2  264   82 4966   19   33  107   28  312]]"
61,Naive Bayes,200,0.47234252975479996,2.2709381580352783,"[[2511    1 2027   42   58  292   24    0  604    1]
 [  48 2633 2890  102  234   96   51  162  342   97]
 [   0    5 5703   74   51   20    1   31    3    0]
 [   0    1  541 2258   95 2345    1  576    2    0]
 [   5    0 3948    0 1496  228   14   15    4   12]
 [   0    1  203   57   73 5168    4    4   14   15]
 [  16    0 3108    0   14  621 1884    0  215    0]
 [   0   10 2690  111   88   19    0 3167    7    5]
 [  81    0 2530    1  228  498    7    9 2325   16]
 [   1    0 3546   45 1341  156    0  118   50  556]]"
62,Naive Bayes,300,0.4956007229819596,2.21208930015564,"[[3455    1 1122   30   61  300   44    0  546    1]
 [ 102 2455 2889  143  145   76  110  178  394  163]
 [   1    2 5834   17   11    1    1   18    3    0]
 [   2    1 3473 2208   30   10    0   92    3    0]
 [ 116    0 3795    1 1531  142   16   13   93   15]
 [   1    1 1073   30   37 4233   18    7  124   15]
 [  17    1 2188    0    6  402 2687    0  557    0]
 [   0    2 2721  187  127    3    4 2966   82    5]
 [ 294    0 1885    7  167  125   42    6 3151   18]
 [   5    0 3794   61  882  154  161   61  150  545]]"
63,Naive Bayes,400,0.5237356341438462,2.2200722694396973,"[[4233    1  576   26   47  421   22    0  234    0]
 [ 322 2516 2649  137  124  209  107  141  303  147]
 [   3    2 5822   24   14    1    1   18    3    0]
 [   2    1 3320 2334   31   28    0   94    6    3]
 [  53    0 3674    1 1772   46   16    6  124   30]
 [   2    3  907   58   31 4313   18    4  131   72]
 [  26    1 2136    0    2  447 2692    0  554    0]
 [   1    4 2621  217  168    5    4 2961  106   10]
 [ 681    1 1546    6  113  109   32    8 3174   25]
 [   6    0 3745   60  634  119  160   43  148  898]]"
64,Naive Bayes,500,0.5740715479316577,2.159233808517456,"[[4172    1  689    5   25  410   23   29  206    0]
 [ 472 2363 2628  141  174  147  120  165  296  149]
 [   3    2 5772   36   14    2    1   56    2    0]
 [   2    1 2413 2069  106   44    0 1177    4    3]
 [  30    0 1045    2 4429   52   17    5  103   39]
 [   1    6  794   63   60 4389   21   16  116   73]
 [  21    0 1845    1    0  488 3153    2  348    0]
 [   1    4  823  140 1778    5    4 3268   68    6]
 [ 654    0 1573   14  114  205   36   14 3060   25]
 [   4    0  953   50 3506  121   56   27  104  992]]"
65,Naive Bayes,600,0.5437881526446816,2.14328408241272,"[[4126    1  949    8    1  105   24   37  305    4]
 [ 219 2278 2669  167  147  187   91  191  513  193]
 [   5    2 5686   68    7    3    2   92    2   21]
 [   2    1 1789 2648   60   22    1 1288    3    5]
 [  18    0 2729    4 2838    6   17   19   55   36]
 [   3    6 1643   73   18 3611   14   27  110   34]
 [   9    0 2376    0    0  148 3042    4  279    0]
 [   1    4  611  206 1779    1    1 3451   37    6]
 [ 414    0 1884   17   51   71   19   14 3183   42]
 [  18    0 1637   48 2877   34    0   71  100 1028]]"
66,Naive Bayes,700,0.5792381407086588,2.246001005172729,"[[4138    1  852   98    5  114   22   37  290    3]
 [ 123 2401 2262  363  199   92  312  251  464  188]
 [   5    2 5145  670    7    3    3   46    3    4]
 [   4    1  688 4437   37   15    1  630    1    5]
 [  12    0 2360   99 3100    6   15   22   75   33]
 [   3    7 1598  102   19 3595   13   28  112   62]
 [   6    1 2299    5    0  148 3097    4  298    0]
 [   1    4  474  419 1721    1    0 3424   38   15]
 [ 367    0 1467  476   92   56   22   15 3178   22]
 [  11    0 1221  632 2307   28    0   44  115 1455]]"
67,Naive Bayes,800,0.5860416737714422,2.241013526916504,"[[4151    1  872   90   12  113   23   37  259    2]
 [  18 2951 2222  303  184   41  336  219  291   90]
 [   5    3 5145  654   32    3    3   36    3    4]
 [   2    1  702 4353  113   15    1  627    1    4]
 [  12    0 2344   99 3107    6   15   22   67   50]
 [   3    6 1594  107   20 3573   13   43  107   73]
 [   6    1 2319    3    0  147 3106    5  271    0]
 [   2    4  490  344 1852    1    0 3362   31   11]
 [ 374    0 1675  277   93   50   23   18 3151   34]
 [  13    0 1218  620 2306   27    1   47  111 1470]]"
68,Naive Bayes,900,0.6376052927735907,2.192144632339477,"[[4174    1  885   85   13  104   23   37  237    1]
 [  15 3010 2204  269  160   44  369  181  268  135]
 [   5    3 5174  622   32    5    3   34    3    7]
 [   2    1  725 4334  103   19    0  620    1   14]
 [  12    0 2096   34 3143   26   16   19   62  314]
 [   3    7 1320   99   14 3861   12   41   89   93]
 [   6    1 2218    3    0  247 3115    4  264    0]
 [   2   13  498  307 1153    1    0 3334   28  761]
 [ 375    0 1654  269   89   91   23   17 3138   39]
 [  13    1  735  177  568   49    1   31  128 4110]]"
69,Naive Bayes,1000,0.6743511918971455,2.16920804977417,"[[4157    1  890   85   11   98   34   37  246    1]
 [  16 2901 2288  130  119   36  596  158  302  109]
 [   5    4 5182  616   29    5    4   34    3    6]
 [   2    1  752 4336   47   27    0  646    1    7]
 [  12    0 1933   35 3251   24   16   96   62  293]
 [   3    7 1325  100    9 3856   12   39   95   93]
 [   7    1 1689    3    0  256 3654    4  244    0]
 [   2   12  613  261   98    2    0 4934   29  146]
 [ 361    0 1687  273   66   88   27   16 3136   41]
 [  13    0  691  178  539   46    0   82  123 4141]]"
70,Naive Bayes,1000,0.6743511918971455,2.1722006797790527,"[[4157    1  890   85   11   98   34   37  246    1]
 [  16 2901 2288  130  119   36  596  158  302  109]
 [   5    4 5182  616   29    5    4   34    3    6]
 [   2    1  752 4336   47   27    0  646    1    7]
 [  12    0 1933   35 3251   24   16   96   62  293]
 [   3    7 1325  100    9 3856   12   39   95   93]
 [   7    1 1689    3    0  256 3654    4  244    0]
 [   2   12  613  261   98    2    0 4934   29  146]
 [ 361    0 1687  273   66   88   27   16 3136   41]
 [  13    0  691  178  539   46    0   82  123 4141]]"
71,Naive Bayes,2000,0.7820141186099648,2.173195600509644,"[[4474    1  563  128    7   39   50   20  276    2]
 [   2 3948 1327  565  100   26  251  222  113  101]
 [   6   14 4495 1157    5    7   10  144   20   30]
 [   6    1  205 5199   19   18    0  336    8   27]
 [   3    2  765   47 3974   28   71   60  104  668]
 [   6   13  420   96   56 4600   33   20  102  193]
 [   8    3  546    6    5  157 4575    0  557    1]
 [   0   23  370  383   41    0    0 5221   12   47]
 [ 307    2  256  577   37   71   34   15 4310   86]
 [  12    2  103  326  116   16    3   50  119 5066]]"
72,Naive Bayes,3000,0.8384203526242199,2.2689404487609863,"[[4733    1  271   66    3    9  149    1  326    1]
 [   1 4883  770  262  119   12  215  207  130   56]
 [  16   29 5032  561   15    0   39  123   59   14]
 [   7    1  372 5058    3   11    3  301   42   21]
 [   7    3  262    4 4722   19  133   70  101  401]
 [   4   33  388   92   48 4579   61    6   62  266]
 [   7    4  111    5    7  134 5402    0  187    1]
 [   4   44  342  317   41    0    1 5269   61   18]
 [ 225    2  382  272   38   69  130   12 4470   95]
 [   8    3  228  130  137   14   11  151  109 5022]]"
73,Naive Bayes,4000,0.8448999079221089,2.2280490398406982,"[[4421    1  221  103   34   20  109    1  649    1]
 [   4 4773  830  257  104   19  194  232  174   68]
 [  11   21 5092  577   16    0   48   70   50    3]
 [   4    1  485 5051    4   19    2  230    9   14]
 [   2    3  206   13 4921    6   77   50  113  331]
 [   4   12  139   94   25 4879   67    3   78  238]
 [   6    3  113    5   24  123 5348    0  236    0]
 [   5   32  378  339   34    2    1 5219   71   16]
 [ 196    2  182  196   29   48   92   11 4853   86]
 [  12    3  181  176  133   14    8  159  134 4993]]"
74,Naive Bayes,5000,0.8550966817856291,2.147267341613769,"[[5113    1   35   65   24   11   79    0  231    1]
 [   4 4570  857  327  108   19  135  366  166  103]
 [  14   19 5008  676   12    1   22   85   46    5]
 [   5    1  379 5178    3   18    0  207    8   20]
 [  13    2  118   13 4979    4   59   60  123  351]
 [   4   14  114   93   12 4877   65    3   89  268]
 [  11    5  129    5   23  116 5305    0  264    0]
 [   8   42  241  483   31    1    2 5215   54   20]
 [ 250    1  148  245   27   25   72   10 4815  102]
 [  47    3  124  164  110   14    6  120  137 5088]]"
75,Naive Bayes,6000,0.8693517034409849,2.1552422046661377,"[[5088    1   29   51   23   11   60    0  296    1]
 [   3 4791  747  257  103   20  115  420  140   59]
 [  12   19 5042  661   13    1   18   79   41    2]
 [   4    1  337 5212    2   27    0  203    9   24]
 [   8    2   96    6 5143    3   52   57  104  251]
 [   2    9   69   93    5 4817   51    4  129  360]
 [  12    6  124    4   20  102 5338    0  252    0]
 [   3   30  187  340   24    0    1 5412   63   37]
 [ 194    2   99  197   26   16   55   12 5014   80]
 [  36    3   63  171  185    6    3   72  147 5127]]"
76,Naive Bayes,7000,0.8742454728370221,2.1273179054260254,"[[5193    1    6   41    8    1   42    0  267    1]
 [   0 4825  725  259  116   23  117  453   95   42]
 [  12   15 5115  586   12    1   17   83   47    0]
 [   1    1  299 5234    3   33    0  190   38   20]
 [  13    2   64   11 5197    1   32   53  108  241]
 [  10    6   39   91   66 4750   54    4  268  251]
 [  74    6   92    5   20   84 5327    0  250    0]
 [   1   24  152  335   25    0    1 5449   75   35]
 [ 157    3   57  193   29   16   49   13 5104   74]
 [  35    2   56  139  209    4    2   79  210 5077]]"
77,Naive Bayes,8000,0.8824813286498653,2.1412806510925293,"[[5209    1    9   31    3    1   51    0  254    1]
 [   1 5138  543  236   91   20  101  403   86   36]
 [  14   19 5170  540   10    1   15   71   46    2]
 [   1    1  268 5304    2   31    0  146   37   29]
 [  14    2   67    9 5204    1   31   50  111  233]
 [  10    6   31   93   55 4776   45    2  238  283]
 [  71    7   95    6   15   81 5309    0  274    0]
 [   1   33  149  398   22    0    1 5376   75   42]
 [ 146    3   49  171   25    7   41   12 5167   74]
 [  29    3   58  135  195    5    2   64  221 5101]]"
78,Naive Bayes,9000,0.8873580465845923,2.1831707954406743,"[[5212    1   10   32    2    1   44    0  257    1]
 [   1 5175  565  213   88   16   82  383   98   34]
 [  14   22 5255  464    7    1   13   65   44    3]
 [   1    1  196 5391    2   29    0  139   35   25]
 [  14    2   66   10 5220    3   33   45  104  225]
 [   9    6   30  108   36 4896   46    2  187  219]
 [  78    7   94    6   14   84 5289    0  286    0]
 [   1   40  170  406   21    1    1 5341   73   43]
 [ 148    3   47  175   26   11   38   13 5157   77]
 [  28    3   44  155  221    4    1   54  199 5104]]"
